path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,text.stopped,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,6,6,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['l'],1,[9.053902600000583],[None],4,1.0323370000005525,,,,,0,6,6,29,1666.1299489999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.1196081999988,1666.1299489999983,1666.1299489999983,1666.1299489999983,1666.1299489999983,1666.1299489999983,1666.1299489999983,1675.1937078999981,['l'],1,[9.053902600000583],[None],1675.1947086,1675.2092670999991,1675.2092670999991,1675.2092670999991,1676.2432714999995,4,1.0323370000005525,4,1.0323370000005525,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,7,7,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['r'],1,[8.450184999997873],[None],5,1.7982148999981291,,,,,0,7,7,1,1676.2937520999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676.2840957000008,1676.2937520999985,1676.2937520999985,1676.2937520999985,1676.2937520999985,1676.2937520999985,1676.2937520999985,1684.7451070999996,['r'],1,[8.450184999997873],[None],1684.7461330000006,1684.758514699999,1684.758514699999,1684.758514699999,1686.5594267999986,5,1.7982148999981291,5,1.7982148999981291,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,8,8,0,1,frames\Vid1_EM_T.png,frames\Vid1_L.png,['l'],1,[10.442747500001133],[None],3,1.8311737000003632,,,,,0,8,8,0,1686.629308399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.6068538,1686.629308399999,1686.629308399999,1686.629308399999,1686.629308399999,1686.629308399999,1686.629308399999,1697.0778272999996,['l'],1,[10.442747500001133],[None],1697.0787530999987,1697.0922199000015,1697.0922199000015,1697.0922199000015,1698.925855900001,3,1.8311737000003632,3,1.8311737000003632,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,9,9,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[4.878259799999796],[None],5,1.6135256000015943,,,,,0,9,9,36,1698.9618719999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.937627299998,1698.9618719999999,1698.9618719999999,1698.9618719999999,1698.9618719999999,1698.9618719999999,1698.9618719999999,1703.845164899998,['l'],1,[4.878259799999796],[None],1703.8461567000013,1703.8586484000007,1703.8586484000007,1703.8586484000007,1705.4764488,5,1.6135256000015943,5,1.6135256000015943,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,10,10,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['l'],1,[4.419396199999028],[None],5,1.464792499999021,,,,,0,10,10,32,1705.5090749999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.4872270999986,1705.5090749999981,1705.5090749999981,1705.5090749999981,1705.5090749999981,1705.5090749999981,1705.5090749999981,1709.9444760000006,['l'],1,[4.419396199999028],[None],1709.9455794999994,1709.9589985999992,1709.9589985999992,1709.9589985999992,1711.4270576999988,5,1.464792499999021,5,1.464792499999021,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,11,11,0,29,frames\Vid29_BB_T.png,frames\Vid29_L.png,['l'],1,[3.82931169999938],[None],5,0.7645746000016516,,,,,0,11,11,28,1711.4586980999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.4393120999994,1711.4586980999993,1711.4586980999993,1711.4586980999993,1711.4586980999993,1711.4586980999993,1711.4586980999993,1715.2943693999987,['l'],1,[3.82931169999938],[None],1715.295538899998,1715.3090997,1715.3090997,1715.3090997,1716.0762203999984,5,0.7645746000016516,5,0.7645746000016516,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,12,12,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['r'],1,[5.1776692000021285],[None],5,1.0307909000002837,,,,,0,12,12,2,1716.1262831999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.1151138999994,1716.1262831999993,1716.1262831999993,1716.1262831999993,1716.1262831999993,1716.1262831999993,1716.1262831999993,1721.3112264999982,['r'],1,[5.1776692000021285],[None],1721.3125562999994,1721.3254936999983,1721.3254936999983,1721.3254936999983,1722.3595668999988,5,1.0307909000002837,5,1.0307909000002837,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,13,13,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['r'],1,[18.86912890000167],[None],3,1.4321371000005456,,,,,0,13,13,17,1722.394630499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.3702933999994,1722.394630499999,1722.394630499999,1722.394630499999,1722.394630499999,1722.394630499999,1722.394630499999,1741.2776199,['r'],1,[18.86912890000167],[None],1741.2785248,1741.292263299998,1741.292263299998,1741.292263299998,1742.7263423000004,3,1.4321371000005456,3,1.4321371000005456,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,14,14,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[3.8713873000015155],[None],5,1.8971383000025526,,,,,0,14,14,27,1742.7445488999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.7360966000015,1742.7445488999983,1742.7445488999983,1742.7445488999983,1742.7445488999983,1742.7445488999983,1742.7445488999983,1746.6282380000011,['l'],1,[3.8713873000015155],[None],1746.629521499999,1746.6426528999982,1746.6426528999982,1746.6426528999982,1748.5438780000004,5,1.8971383000025526,5,1.8971383000025526,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,15,15,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['l'],1,[6.640259400002833],[None],5,0.7142839999978605,,,,,0,15,15,23,1748.5757310000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.5587941000013,1748.5757310000008,1748.5757310000008,1748.5757310000008,1748.5757310000008,1748.5757310000008,1748.5757310000008,1755.2276629000007,['l'],1,[6.640259400002833],[None],1755.2286148999992,1755.2421501999997,1755.2421501999997,1755.2421501999997,1755.9605975999984,5,0.7142839999978605,5,0.7142839999978605,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,16,16,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['l'],0,[5.567580099999759],[None],3,1.548619699999108,,,,,0,16,16,18,1755.992327699998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755.9737233999986,1755.992327699998,1755.992327699998,1755.992327699998,1755.992327699998,1755.992327699998,1755.992327699998,1761.5612230000006,['l'],0,[5.567580099999759],[None],1761.5624523000006,1761.5761321999998,1761.5761321999998,1761.5761321999998,1763.1264878000002,3,1.548619699999108,3,1.548619699999108,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,17,17,0,31,frames\Vid31_EM_T.png,frames\Vid31_L.png,['l'],1,[4.223538700000063],[None],5,1.4632457999978215,,,,,0,17,17,30,1763.1445176999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.1364107000009,1763.1445176999987,1763.1445176999987,1763.1445176999987,1763.1445176999987,1763.1445176999987,1763.1445176999987,1767.3791292999995,['l'],1,[4.223538700000063],[None],1767.380168399999,1767.392136399998,1767.392136399998,1767.392136399998,1768.8600527999988,5,1.4632457999978215,5,1.4632457999978215,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,18,18,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['l'],1,[2.6836988999966707],[None],5,1.1139199000026565,,,,,0,18,18,35,1768.8922411999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.8731908000009,1768.8922411999993,1768.8922411999993,1768.8922411999993,1768.8922411999993,1768.8922411999993,1768.8922411999993,1771.5783248000007,['l'],1,[2.6836988999966707],[None],1771.5793362000004,1771.591964700001,1771.591964700001,1771.591964700001,1772.7102842999993,5,1.1139199000026565,5,1.1139199000026565,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,19,19,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['l'],1,[5.575711900000897],[None],4,1.6144304999979795,,,,,0,19,19,13,1772.7763262000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.7573630000006,1772.7763262000008,1772.7763262000008,1772.7763262000008,1772.7763262000008,1772.7763262000008,1772.7763262000008,1778.3609849999993,['l'],1,[5.575711900000897],[None],1778.3621854999983,1778.3754588999982,1778.3754588999982,1778.3754588999982,1779.9928618999984,4,1.6144304999979795,4,1.6144304999979795,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,20,20,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['l'],1,[5.585471499998675],[None],4,0.5822389000022667,,,,,0,20,20,14,1780.0623842999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.0395449999996,1780.0623842999994,1780.0623842999994,1780.0623842999994,1780.0623842999994,1780.0623842999994,1780.0623842999994,1785.6603007999984,['l'],1,[5.585471499998675],[None],1785.6611532999996,1785.6761067000007,1785.6761067000007,1785.6761067000007,1786.259377899998,4,0.5822389000022667,4,0.5822389000022667,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,21,21,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['l'],1,[6.935534800002642],[None],2,1.631930100000318,,,,,0,21,21,15,1786.3123386000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.2974576000015,1786.3123386000007,1786.3123386000007,1786.3123386000007,1786.3123386000007,1786.3123386000007,1786.3123386000007,1793.2607831999994,['l'],1,[6.935534800002642],[None],1793.2616391999982,1793.2753980999987,1793.2753980999987,1793.2753980999987,1794.9097395999997,2,1.631930100000318,2,1.631930100000318,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,22,22,0,25,frames\Vid25_BB_T.png,frames\Vid25_L.png,['r'],1,[16.615018899999995],[None],4,2.047151400001894,,,,,0,22,22,24,1794.9449835999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.9218054000012,1794.9449835999985,1794.9449835999985,1794.9449835999985,1794.9449835999985,1794.9449835999985,1794.9449835999985,1811.5614209999985,['r'],1,[16.615018899999995],[None],1811.5625271999997,1811.5755581000012,1811.5755581000012,1811.5755581000012,1813.6268845999984,4,2.047151400001894,4,2.047151400001894,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,23,23,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['r'],1,[9.363518199999817],[None],4,1.4477068999985931,,,,,0,23,23,5,1813.6926171000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813.6700500000006,1813.6926171000014,1813.6926171000014,1813.6926171000014,1813.6926171000014,1813.6926171000014,1813.6926171000014,1823.0612465000013,['r'],1,[9.363518199999817],[None],1823.0624458999991,1823.0760182000013,1823.0760182000013,1823.0760182000013,1824.5258415999997,4,1.4477068999985931,4,1.4477068999985931,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,24,24,0,35,frames\Vid35_EM_T.png,frames\Vid35_L.png,['r'],1,[9.10050499999852],[None],4,0.7317302000010386,,,,,0,24,24,34,1824.547389200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.5334680000014,1824.547389200001,1824.547389200001,1824.547389200001,1824.547389200001,1824.547389200001,1824.547389200001,1833.660405300001,['r'],1,[9.10050499999852],[None],1833.6613166999996,1833.6758752999995,1833.6758752999995,1833.6758752999995,1834.4103759999998,4,0.7317302000010386,4,0.7317302000010386,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,25,25,0,39,frames\Vid39_BB_T.png,frames\Vid39_L.png,['r'],1,[7.140865399996983],[None],5,0.9145281999990402,,,,,0,25,25,38,1834.427029999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834.419142300001,1834.427029999999,1834.427029999999,1834.427029999999,1834.427029999999,1834.427029999999,1834.427029999999,1841.577623199999,['r'],1,[7.140865399996983],[None],1841.5786163999983,1841.5920522000015,1841.5920522000015,1841.5920522000015,1842.510250700001,5,0.9145281999990402,5,0.9145281999990402,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,26,26,0,20,frames\Vid20_EM_T.png,frames\Vid20_L.png,['r'],1,[9.232895600001939],[None],4,1.0148619999999937,,,,,0,26,26,19,1842.5271027999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842.5175181999984,1842.5271027999988,1842.5271027999988,1842.5271027999988,1842.5271027999988,1842.5271027999988,1842.5271027999988,1851.7609730000004,['r'],1,[9.232895600001939],[None],1851.762090600001,1851.7757024999992,1851.7757024999992,1851.7757024999992,1852.7931161000015,4,1.0148619999999937,4,1.0148619999999937,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,27,27,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['r'],1,[4.758431099999143],[None],5,1.2484025999983714,,,,,0,27,27,31,1852.8255038999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852.8066345000007,1852.8255038999996,1852.8255038999996,1852.8255038999996,1852.8255038999996,1852.8255038999996,1852.8255038999996,1857.5942020000002,['r'],1,[4.758431099999143],[None],1857.5952432999984,1857.6092801000013,1857.6092801000013,1857.6092801000013,1858.8596212000011,5,1.2484025999983714,5,1.2484025999983714,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,28,28,0,12,frames\Vid12_EM_T.png,frames\Vid12_L.png,['l'],1,[10.497658399999636],[None],5,3.499230199999147,,,,,0,28,28,11,1858.9261920999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.9037860999997,1858.9261920999998,1858.9261920999998,1858.9261920999998,1858.9261920999998,1858.9261920999998,1858.9261920999998,1869.4269915000004,['l'],1,[10.497658399999636],[None],1869.4278454000014,1869.443019899998,1869.443019899998,1869.443019899998,1872.9435645000012,5,3.499230199999147,5,3.499230199999147,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,29,29,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['r'],1,[5.149623500001326],[None],5,0.7322289000003366,,,,,0,29,29,33,1872.9784486999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.9550012,1872.9784486999997,1872.9784486999997,1872.9784486999997,1872.9784486999997,1872.9784486999997,1872.9784486999997,1878.1437968999999,['r'],1,[5.149623500001326],[None],1878.1447856000013,1878.159435999998,1878.159435999998,1878.159435999998,1878.893428700001,5,0.7322289000003366,5,0.7322289000003366,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,30,30,0,23,frames\Vid23_EM_T.png,frames\Vid23_L.png,['r'],1,[7.370906399999512],[None],2,1.1805913999996847,,,,,0,30,30,22,1878.9254275999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878.9090861000004,1878.9254275999992,1878.9254275999992,1878.9254275999992,1878.9254275999992,1878.9254275999992,1878.9254275999992,1886.3113400000002,['r'],1,[7.370906399999512],[None],1886.3127176999988,1886.3256761999983,1886.3256761999983,1886.3256761999983,1887.5104465000004,2,1.1805913999996847,2,1.1805913999996847,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
,,,31,31,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['r'],1,[9.519379000001209],[None],4,0.6978431999996246,,,,,0,31,31,3,1887.576509999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.5558248999987,1887.576509999999,1887.576509999999,1887.576509999999,1887.576509999999,1887.576509999999,1887.576509999999,1897.1107951999984,['r'],1,[9.519379000001209],[None],1897.1119989,1897.125667100001,1897.125667100001,1897.125667100001,1897.8268529999987,4,0.6978431999996246,4,0.6978431999996246,,,,,,sub24_AB,001,2026-01-18_18h04.00.527,recognitionstage,,2025.1.1,60.108507878506394,2026-01-18 18h08.59.640287 +0530,
