path,duration,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,key_resp_6.started,movie_2.stopped,key_resp_6.stopped,Videos.stopped,movie.key_resp_6.keys,ISI.started,text.started,ISI.stopped,text.stopped,movie.key_resp_6.rt,movie.key_resp_6.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,6,6,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['l'],1,[11.814620399993146],[None],2,2.12998329999391,,,,,0,6,6,4,1600.9331039000244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.9145814000221,1600.9331039000244,1600.9331039000244,1600.9331039000244,1600.9331039000244,1600.9331039000244,1600.9331039000244,1612.7530754000181,['l'],1,[11.814620399993146],[None],1612.75422230002,1612.7661755000008,1612.7661755000008,1612.7661755000008,1614.8998931000242,2,2.12998329999391,2,2.12998329999391,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,7,7,0,29,frames\Vid29_BB_T.png,frames\Vid29_L.png,['r'],0,[5.979021400009515],[None],3,2.0649644999939483,,,,,0,7,7,28,1614.9206909000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.9103837000148,1614.9206909000059,1614.9206909000059,1614.9206909000059,1614.9206909000059,1614.9206909000059,1614.9206909000059,1620.9015510000172,['r'],0,[5.979021400009515],[None],1620.9022464000154,1620.9165339000174,1620.9165339000174,1620.9165339000174,1622.9845874000166,3,2.0649644999939483,3,2.0649644999939483,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,8,8,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['r'],1,[4.289217099983944],[None],5,1.4982233000046108,,,,,0,8,8,14,1623.050463200023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.032315700024,1623.050463200023,1623.050463200023,1623.050463200023,1623.050463200023,1623.050463200023,1623.050463200023,1627.3513371000008,['r'],1,[4.289217099983944],[None],1627.3522264000203,1627.3665594000195,1627.3665594000195,1627.3665594000195,1628.867240200023,5,1.4982233000046108,5,1.4982233000046108,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,9,9,0,17,frames\Vid17_BB_T.png,frames\Vid17_L.png,['l'],0,[6.004772999993293],[None],5,3.3648452000052202,,,,,0,9,9,16,1628.9028622000187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.8908688000229,1628.9028622000187,1628.9028622000187,1628.9028622000187,1628.9028622000187,1628.9028622000187,1628.9028622000187,1634.9184000000241,['l'],0,[6.004772999993293],[None],1634.9194290000014,1634.9328306000098,1634.9328306000098,1634.9328306000098,1638.300543600024,5,3.3648452000052202,5,3.3648452000052202,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,10,10,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],1,[5.989591699995799],[None],4,1.2966215999913402,,,,,0,10,10,20,1638.3342360000242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.3129469999985,1638.3342360000242,1638.3342360000242,1638.3342360000242,1638.3342360000242,1638.3342360000242,1638.3342360000242,1644.336529400025,['r'],1,[5.989591699995799],[None],1644.337619500002,1644.3500349000096,1644.3500349000096,1644.3500349000096,1645.6505753000092,4,1.2966215999913402,4,1.2966215999913402,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,11,11,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['r'],0,[5.294933500001207],[None],5,1.2465623999887612,,,,,0,11,11,6,1645.7169134000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645.694184300024,1645.7169134000142,1645.7169134000142,1645.7169134000142,1645.7169134000142,1645.7169134000142,1645.7169134000142,1651.0189982000156,['r'],0,[5.294933500001207],[None],1651.0210111000051,1651.048006099998,1651.048006099998,1651.048006099998,1652.283356400003,5,1.2465623999887612,5,1.2465623999887612,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,12,12,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['l'],1,[9.570740600000136],[None],2,1.9299803999892902,,,,,0,12,12,8,1652.3369337000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.319892600004,1652.3369337000186,1652.3369337000186,1652.3369337000186,1652.3369337000186,1652.3369337000186,1652.3369337000186,1661.9196752000134,['l'],1,[9.570740600000136],[None],1661.920864100015,1661.9330268000194,1661.9330268000194,1661.9330268000194,1663.8670552000112,2,1.9299803999892902,2,1.9299803999892902,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,13,13,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['l'],1,[5.140283600019757],[None],5,1.381160799995996,,,,,0,13,13,9,1663.9195938000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.9096874000097,1663.9195938000048,1663.9195938000048,1663.9195938000048,1663.9195938000048,1663.9195938000048,1663.9195938000048,1669.0686174000148,['l'],1,[5.140283600019757],[None],1669.0695966000203,1669.082964900008,1669.082964900008,1669.082964900008,1670.468046599999,5,1.381160799995996,5,1.381160799995996,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,14,14,0,39,frames\Vid39_BB_T.png,frames\Vid39_L.png,['r'],1,[9.580900600005407],[None],5,0.9979723000142258,,,,,0,14,14,38,1670.5028638000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.4779594000138,1670.5028638000076,1670.5028638000076,1670.5028638000076,1670.5028638000076,1670.5028638000076,1670.5028638000076,1680.085683900019,['r'],1,[9.580900600005407],[None],1680.0865705000178,1680.099634400016,1680.099634400016,1680.099634400016,1681.100120100018,5,0.9979723000142258,5,0.9979723000142258,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,15,15,0,1,frames\Vid1_EM_T.png,frames\Vid1_L.png,['l'],0,[6.6448683999769855],[None],4,1.2648002999776509,,,,,0,15,15,0,1681.1671477000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681.1480109000113,1681.1671477000054,1681.1671477000054,1681.1671477000054,1681.1671477000054,1681.1671477000054,1681.1671477000054,1687.8191708000086,['l'],0,[6.6448683999769855],[None],1687.8204246000096,1687.8330075000122,1687.8330075000122,1687.8330075000122,1689.1001171000244,4,1.2648002999776509,4,1.2648002999776509,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,16,16,0,25,frames\Vid25_BB_T.png,frames\Vid25_L.png,['l'],0,[4.442299400019692],[None],4,1.5315735000185668,,,,,0,16,16,24,1689.1214885000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.1100057000003,1689.1214885000081,1689.1214885000081,1689.1214885000081,1689.1214885000081,1689.1214885000081,1689.1214885000081,1693.5681729000062,['l'],0,[4.442299400019692],[None],1693.5690504000231,1693.5834294000233,1693.5834294000233,1693.5834294000233,1695.1177751000214,4,1.5315735000185668,4,1.5315735000185668,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,17,17,0,12,frames\Vid12_EM_T.png,frames\Vid12_L.png,['r'],0,[7.412202700012131],[None],5,2.031947899988154,,,,,0,17,17,11,1695.1837130000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.1621573000157,1695.1837130000058,1695.1837130000058,1695.1837130000058,1695.1837130000058,1695.1837130000058,1695.1837130000058,1702.6021470999985,['r'],0,[7.412202700012131],[None],1702.6030574000033,1702.6163858000073,1702.6163858000073,1702.6163858000073,1704.6505698000256,5,2.031947899988154,5,2.031947899988154,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,18,18,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['l'],1,[2.684162599995034],[None],5,1.4820365000050515,,,,,0,18,18,2,1704.7035939000198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.690516600007,1704.7035939000198,1704.7035939000198,1704.7035939000198,1704.7035939000198,1704.7035939000198,1704.7035939000198,1707.4020557000185,['l'],1,[2.684162599995034],[None],1707.4031067000178,1707.4167810000072,1707.4167810000072,1707.4167810000072,1708.9004474000249,5,1.4820365000050515,5,1.4820365000050515,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,19,19,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['r'],1,[3.5080785999889486],[None],5,1.5974475000111852,,,,,0,19,19,21,1708.9358130000182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.9136306,1708.9358130000182,1708.9358130000182,1708.9358130000182,1708.9358130000182,1708.9358130000182,1708.9358130000182,1712.452907800005,['r'],1,[3.5080785999889486],[None],1712.453997900011,1712.4670798000006,1712.4670798000006,1712.4670798000006,1714.0675939000212,5,1.5974475000111852,5,1.5974475000111852,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,20,20,0,11,frames\Vid11_EM_T.png,frames\Vid11_L.png,['r'],1,[4.750558700005058],[None],4,1.1808617999777198,,,,,0,20,20,10,1714.117284100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.1106932000257,1714.117284100008,1714.117284100008,1714.117284100008,1714.117284100008,1714.117284100008,1714.117284100008,1718.8693382000201,['r'],1,[4.750558700005058],[None],1718.8704553999996,1718.8831386000093,1718.8831386000093,1718.8831386000093,1720.067226300016,4,1.1808617999777198,4,1.1808617999777198,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,21,21,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['r'],1,[3.6600947999977507],[None],5,1.1644466000143439,,,,,0,21,21,5,1720.1198776000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.1089739000017,1720.1198776000238,1720.1198776000238,1720.1198776000238,1720.1198776000238,1720.1198776000238,1720.1198776000238,1723.7855781000108,['r'],1,[3.6600947999977507],[None],1723.7867920999997,1723.8001650000224,1723.8001650000224,1723.8001650000224,1724.9680394000025,5,1.1644466000143439,5,1.1644466000143439,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,22,22,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['l'],1,[8.223192699981155],[None],5,1.182949300011387,,,,,0,22,22,1,1725.020659700007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.007527400012,1725.020659700007,1725.020659700007,1725.020659700007,1725.020659700007,1725.020659700007,1725.020659700007,1733.2516058000037,['l'],1,[8.223192699981155],[None],1733.2524387000012,1733.2667713000264,1733.2667713000264,1733.2667713000264,1734.4509575999982,5,1.182949300011387,5,1.182949300011387,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,23,23,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['l'],1,[4.445436399983009],[None],3,1.8479293000127655,,,,,0,23,23,29,1734.4863219000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.4639272000059,1734.4863219000108,1734.4863219000108,1734.4863219000108,1734.4863219000108,1734.4863219000108,1734.4863219000108,1738.9353142000036,['l'],1,[4.445436399983009],[None],1738.9361464000249,1738.9496879000217,1738.9496879000217,1738.9496879000217,1740.801383700018,3,1.8479293000127655,3,1.8479293000127655,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,24,24,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[3.962802899972303],[None],5,1.714848700008588,,,,,0,24,24,27,1740.833221000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.8128470000229,1740.833221000008,1740.833221000008,1740.833221000008,1740.833221000008,1740.833221000008,1740.833221000008,1744.802160799998,['l'],1,[3.962802899972303],[None],1744.8031697999977,1744.8169098000217,1744.8169098000217,1744.8169098000217,1746.5343368000176,5,1.714848700008588,5,1.714848700008588,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,25,25,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['r'],1,[3.883895700011635],[None],3,1.0628695000195876,,,,,0,25,25,12,1746.5840117000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746.5684831000108,1746.5840117000043,1746.5840117000043,1746.5840117000043,1746.5840117000043,1746.5840117000043,1746.5840117000043,1750.46960880002,['r'],1,[3.883895700011635],[None],1750.4710389000247,1750.4987020000117,1750.4987020000117,1750.4987020000117,1751.5513442000083,3,1.0628695000195876,3,1.0628695000195876,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,26,26,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['l'],1,[5.145012699998915],[None],4,1.8137215999886394,,,,,0,26,26,15,1751.6030197000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751.5900992000243,1751.6030197000073,1751.6030197000073,1751.6030197000073,1751.6030197000073,1751.6030197000073,1751.6030197000073,1756.7529281000025,['l'],1,[5.145012699998915],[None],1756.7538238000125,1756.766401300003,1756.766401300003,1756.766401300003,1758.5840788000205,4,1.8137215999886394,4,1.8137215999886394,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,27,27,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['l'],0,[3.6248468999983743],[None],2,3.698233400005847,,,,,0,27,27,35,1758.6192001000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758.5979742000054,1758.6192001000163,1758.6192001000163,1758.6192001000163,1758.6192001000163,1758.6192001000163,1758.6192001000163,1762.251856100018,['l'],0,[3.6248468999983743],[None],1762.2526843000087,1762.2668069000065,1762.2668069000065,1762.2668069000065,1765.968188800005,2,3.698233400005847,2,3.698233400005847,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,28,28,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['l'],1,[7.547982500022044],[None],5,1.9639917000022251,,,,,0,28,28,18,1766.0001781000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765.9809353000019,1766.0001781000174,1766.0001781000174,1766.0001781000174,1766.0001781000174,1766.0001781000174,1766.0001781000174,1773.552851000015,['l'],1,[7.547982500022044],[None],1773.553752000007,1773.56625600002,1773.56625600002,1773.56625600002,1775.534258700005,5,1.9639917000022251,5,1.9639917000022251,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,29,29,0,35,frames\Vid35_EM_T.png,frames\Vid35_L.png,['r'],1,[4.987950800015824],[None],4,1.4657508000091184,,,,,0,29,29,34,1775.5522036000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775.5426938000019,1775.5522036000038,1775.5522036000038,1775.5522036000038,1775.5522036000038,1775.5522036000038,1775.5522036000038,1780.5523604000045,['r'],1,[4.987950800015824],[None],1780.5532100000128,1780.5664627000224,1780.5664627000224,1780.5664627000224,1782.0340305000136,4,1.4657508000091184,4,1.4657508000091184,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,30,30,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['l'],1,[6.15196940000169],[None],4,2.664069299993571,,,,,0,30,30,32,1782.0520065000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.043508200004,1782.0520065000164,1782.0520065000164,1782.0520065000164,1782.0520065000164,1782.0520065000164,1782.0520065000164,1788.2192527000152,['l'],1,[6.15196940000169],[None],1788.2205171000096,1788.233085200016,1788.233085200016,1788.233085200016,1790.9007863000152,4,2.664069299993571,4,2.664069299993571,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
,,31,31,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['l'],1,[4.989421000005677],[None],5,1.2987848999910057,,,,,0,31,31,33,1790.9185637000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.9099724999978,1790.9185637000191,1790.9185637000191,1790.9185637000191,1790.9185637000191,1790.9185637000191,1790.9185637000191,1795.9186380000028,['l'],1,[4.989421000005677],[None],1795.919530300016,1795.933215500001,1795.933215500001,1795.933215500001,1797.2345585000003,5,1.2987848999910057,5,1.2987848999910057,,,,,,sub16_NB,001,2026-01-18_10h13.44.989,recognitionstage,,2025.1.1,60.839722005930334,2026-01-18 10h14.52.942031 +0530,
